#药材名称	异名
地锦	枫藤
地锦	爬龙藤
地锦	野葡萄
地锦	腹水藤
地锦	三叶茄
地锦	假葡萄藤
地锦	走游藤
地锦	飞天蜈蚣
地锦	大叶山天蓼
地锦	爬树龙
地锦	红风藤
地不容	地芙蓉
地不容	乌龟梢
地不容	金丝荷叶
地不容	地乌龟
地不容	金线吊乌龟
地不容	山乌龟
地不容	地胆
地不容	金不换
地不容	抱母鸡
地不容	一文钱
地不容	荷叶暗消
地不容	乌龟抱蛋
地白草	七星莲
地白草	天芥菜草
地白草	白菜仔
地白草	鸡疴粘草
地白草	黄瓜草
地白草	白地黄瓜
地白草	狗儿草
地白草	黄瓜菜
地白草	细通草
地白草	毛毛藤
地白草	黄瓜香
地白草	野白菜
地白草	冷毒草
地白草	匍伏堇
地白草	小黄瓜香
地白草	提脓草
地白草	地白菜
地白草	王瓜香
地白草	银茶匙
地白草	石白菜
地白草	雪里青
地白草	抽脓拔
地白草	茶匙黄
地瓜果	地石榴
地瓜果	地郎果
地瓜果	地枇杷果
地瓜果	地瓜
地瓜藤	过江龙
地瓜藤	土瓜
地瓜藤	地蜈蚣
地瓜藤	过山龙
地瓜藤	牛马藤
地瓜藤	过石龙
地瓜藤	铺地蜈蚣
地瓜藤	地瓜茎
地瓜藤	牛托鼻
地瓜藤	拦路虎
地瓜藤	地木耳
地瓜藤	野地瓜藤
地瓜藤	霜坡虎
地瓜藤	爬地牛奶
地瓜藤	钻地龙
地瓜藤	遍地金
地瓜藤	地板藤
地瓜藤	地枇杷
地瓜藤	万年扒
地皮消	地皮胶
地皮消	刀口药
地皮消	蛆药
地皮消	一扫光
地皮消	红头翁
地皮消	岩威灵仙
地血香	大饭团
地血香	梅花钻
地血香	风藤
地血香	吹风散
地血香	大钻骨风
地血香	绣球香
地血香	通血香
地血香	风藤
地血香	红吹风
地血香	南蛇风
地血香	冷饭团
地羊鹊	斑鸠窝
地羊鹊	酸米子
地羊鹊	小花生藤
地羊鹊	黄花草
地羊鹊	黄瓜草
地羊鹊	金花菜
地茄子	小铜锤
地茄子	地钮子
地茄子	地扣子
地茄子	地石榴
地茄子	米汤果
地肤子	地葵
地肤子	地麦
地肤子	益明
地肤子	落帚子
地肤子	独扫子
地肤子	竹帚子
地肤子	千头子
地肤子	帚菜子
地肤子	铁扫把子
地肤子	扫帚子
地肤苗	扫帚苗
地柏枝	地柏
地柏枝	岩柏草
地柏枝	石柏
地柏枝	山扁柏
地柏枝	细叶狼鸡
地柏枝	红鸡草
地柏枝	并草
地柏枝	详柏
地柏枝	发治草
地柏枝	孔雀毛
地柏枝	高脚红萝卜
地柏枝	夹韦草
地柏枝	土黄连
地柏枝	石金花
地柏枝	帅石草
地柏枝	石掌柏
地柏枝	岩柏枝
地柏枝	四叶菜
地柏枝	岩花
地柏枝	石松柏
地柏枝	千步还阳
地柏枝	百叶草
地柏枝	百叶卷柏
地柏枝	伤寒草
地柏枝	曲兰草
地柏枝	岩柏
地柏枝	软鸡草
地柏枝	拨云草
地柏枝	黄疸卷柏
地骨皮	杞根
地骨皮	地骨
地骨皮	地辅
地骨皮	地节
地骨皮	枸杞根
地骨皮	苟起根
地骨皮	枸杞根皮
地骨皮	山杞子根
地骨皮	甜齿牙根
地骨皮	红耳坠根
地骨皮	山枸杞根
地骨皮	狗奶子根皮
地骨皮	红榴根皮
地骨皮	狗地芽皮
地牯牛	砂接子
地牯牛	倒行狗子
地牯牛	睡虫
地牯牛	沙谷牛
地牯牛	沙牛
地牯牛	蚁蛳
地牯牛	金沙牛
地牯牛	地拱
地毡草	金雀梅
地毡草	小毛毡苔
地毡草	天地花
地毡草	地红花
地莓子	黄帽子
地莓子	黄刺儿根
地桃花	天下捶
地桃花	八卦拦路虎
地桃花	假桃花
地桃花	粘油子
地桃花	八卦草
地桃花	迷马桩
地桃花	野桃花
地桃花	梵尚花
地桃花	羊带归
地桃花	虱麻头
地桃花	寄马桩
地桃花	红孩儿
地桃花	石松毛
地桃花	牛毛七
地桃花	半边月
地桃花	拔脓膏
地桃花	大梅花树
地桃花	野茄子
地桃花	山茄簸
地桃花	油玲花
地桃花	土杜仲
地桃花	野桐乔
地桃花	山棋菜
地桃花	刀伤药
地桃花	三角风
地桃花	桃子草
地桃花	刺头婆
地桃花	千下锤
地桃花	大迷马桩棵
地桃花	土黄芪
地桃花	巴巴叶
地桃花	窝吼
地桃花	地马椿
地核桃	山核桃
地核桃	箭头草
地核桃	匙头菜
地核桃	银地匙
地核桃	白毛叶地丁草
地核桃	地丁子
地核桃	怀胎草
地黄瓜	肾气草
地黄瓜	黄瓜香
地黄瓜	犁头草
地黄花	蜜罐
地菍根	地茄根
地菍根	地稔根
地菍根	火炭泡
地梢瓜	女青
地梢瓜	山角
地梢瓜	地瓜儿
地梢瓜	羊不奶果
地梢瓜	小丝瓜
地梢瓜	浮瓢棵
地梢瓜	老瓜飘
地梢瓜	沙奶奶
地梢瓜	马奶奶
地梢瓜	沙奶草
地梢瓜	细叶牛皮消
地梢瓜	雀瓜
地梢瓜	罗汉草
地腊香	百里香
地腊香	地椒
地蜂子	白里金梅
地蜂子	山蜂子
地蜂子	三爪金
地蜂子	铁枕头
地蜂子	三片风
地蜂子	地风子
地蜂子	三叶蛇子草
地蜂子	铁秤砣
地蜂子	蜂子芪
地蜂子	独脚伞
地蜂子	独脚委陵菜
地蜂子	地蜘蛛
地蜂子	三叶翻白草
地蜂子	三叶蒲扇
地蜂子	三叶蛇莓
地蜂子	大花假蛇莓
地锦草	草血竭
地锦草	血见愁草
地锦草	血见愁
地锦草	小虫儿卧单
地锦草	铁线草
地锦草	酱瓣草
地锦草	血风草
地锦草	马蚁草
地锦草	雀儿卧单
地锦草	猢狲头草
地锦草	扑地锦
地锦草	奶花草
地锦草	奶草
地锦草	奶汁草
地锦草	铺地锦
地锦草	铺地红
地锦草	红莲草
地锦草	斑鸠窝
地锦草	三月黄花
地锦草	地蓬草
地锦草	铁线马齿苋
地锦草	蜈蚣草
地锦草	奶疳草
地锦草	红茎草
地锦草	红斑鸠窝
地锦草	地马桑
地锦草	红沙草
地锦草	凉帽草
地锦草	小苍蝇翅草
地锦草	红丝草
地锦草	小红筋草
地锦草	仙桃草
地锦草	莲子草
地锦草	软骨莲子草
地锦草	九龙吐珠草
地锦草	地瓣草
地锦草	粪脚草
地锦草	粪触脚
地锦草	花被单
地锦草	铺地草
地锦草	被单草
地锦草	星星草
地锦草	斑雀草
地锦草	多叶果
地锦草	凤凰窝
地锦草	九头狮子草
地锦槭	红枫叶
地锦槭	色木
地锦槭	五龙皮
地骷髅	仙人骨
地骷髅	出子萝卜
地骷髅	老萝卜头
地骷髅	老人头
地骷髅	地枯萝
地骷髅	气萝卜
地骷髅	枯萝卜
地骷髅	空莱菔
地骷髅	老萝卜
地膏药	岩白菜
地膏药	雾水草
地膏药	白头翁
地膏药	地毛香
地膏药	棱干青
地膏药	野水牛蒿
地膏药	兔耳风
地膏药	老鸦绵
地膏药	大棉花草
地下明珠	落地珍珠
地下明珠	铁秤锤
地下明珠	土地子
地下明珠	一粒金丹
地下明珠	陈伤子
地下明珠	铁钮子
地下明珠	山砒霜
地下明珠	泥里珠
地下明珠	寸金黄
地下明珠	一滴金丹
地下明珠	地下珍珠
地下明珠	内宝珠
地下明珠	茅膏菜根
地涌金莲	地金莲
地涌金莲	地涌莲
耳草	较剪草
耳草	鲫鱼胆草
耳草	山过路蜈蚣
耳草	蜈蚣草
耳草	行路蜈蚣
耳草	节节花
耳草	鲫鱼草
耳草	龙胆草
耳草	苦胆草
耳草	节节白花
耳草	细叶假红兰
耳草	散血草
耳草	黑头草
耳草	荞糕草
耳草	野甘草
芋叶	芋荷
芋叶	芋苗
芋叶	青皮叶
芋叶	独皮叶
芋头	蹲鸱
芋头	芋魁
芋头	芋根
芋头	土芝
芋头	芋奶
芋头	芋渠
芋头	狗爪芋
芋头	百眼芋头
芋头	芋艿
芋头	毛芋
芋头	水芋
芋梗	芋荷杆
芋梗	芋茎
芋头花	芋苗花
芒花	芭茅花
芒茎	杜荣
芒茎	笆芒
芒茎	笆茅
芒茎	芒花草
芒根	芭茅根
芒硝	芒消
芒硝	马牙消
芒硝	英消
芒硝	盆消
芒萁骨	草芒
芒萁骨	山蕨
芒萁骨	芒萁
芒萁骨	芒仔
芒萁骨	山芒
芒萁骨	蕨萁
芒萁骨	鹚萁
芒萁骨	铁狼萁
芒萁骨	铁芒萁
亚麻	鸦麻
亚麻	胡麻饭
亚麻	山西胡麻
亚乎奴	亚乎鲁
亚乎奴	金丝荷叶
亚乎奴	鼠耳草
亚乎奴	亚红龙
亚麻子	胡麻子
亚麻子	壁虱胡麻
亚麻子	亚麻仁
亚麻子	大胡麻
亚麻子	胡麻仁
朴消	朴消石
朴消	消石朴
朴消	海末
朴消	皮消
朴消	盐消
朴消	海皮消
朴消	毛消
朴松实	冷杉果
朴松实	蒲松果
朴松实	松梅
西瓜	寒瓜
西瓜	天生白虎汤
西瓜皮	西瓜青
西瓜皮	西瓜翠衣
西瓜霜	西瓜硝
西施舌	车蛤
西施舌	沙蛤
西施舌	土匙
西洋参	西洋人参
西洋参	洋参
西洋参	西参
西洋参	花旗参
西洋参	广东人参
西番莲	王蕊花
西番莲	转心莲
西番莲	西洋鞠
西番莲	转枝莲
西番莲	转盘花
西番莲	子午莲
西番莲	时计草
西洋菜干	豆瓣菜
西洋菜干	无心菜
西洋菜干	西洋菜
西洋菜干	水掉菜
西藏花椒	西藏野花椒
西伯利亚蓼	剪刀股
西伯利亚蓼	野茶
西藏鸡爪草	鸡爪草
西藏鸡爪草	金莲花
百合	韭番
百合	重迈
百合	中庭
百合	重箱
百合	摩罗
百合	强瞿
百合	百合蒜
百部	百部根
百部	白并
百部	玉箫
百部	箭杆
百部	嗽药
百部	百条根
百部	野天门冬
百部	百奶
百部	九丛根
百部	九虫根
百部	一窝虎
百部	九十九条根
百部	山百根
百部	牛虱鬼
百部	药虱药
百日草	十姊妹
百日草	火毡花
百日草	对叶菊
百日草	步步登高
百日草	节节高
百舌鸟	反舌
百舌鸟	反舌鸟
百舌鸟	交喙
百舌鸟	鹞
百舌鸟	牛屎唰哥
百舌鸟	牛屎了
百舌鸟	牛屎八
百两金	八爪龙
百两金	山豆根
百两金	地杨梅
百两金	开喉箭
百两金	叶下藏珠
百两金	状元红
百两金	铁雨伞
百两金	真珠凉伞
百两金	野猴枣
百两金	珍珠伞
百两金	竹叶胎
百两金	蛇连天
百两金	八爪金龙
百两金	白八爪
百两金	高脚凉伞
百灵草	小对节生
百灵草	出浆藤
百灵草	云百部
百灵草	小爬角
百灵草	小白药
百灵草	小掰角
百味参	虎须草
百味参	绵毛肺筋草
百味参	白花痢疾草
百味参	麂子草
百味参	盗汗草
百味参	鹿吃草
百草霜	月下灰
百草霜	灶突墨
百草霜	釜下墨
百草霜	灶突中尘
百草霜	釜脐墨
百草霜	釜月中墨
百草霜	铛墨
百草霜	灶额上墨
百草霜	釜底墨
百草霜	锅底墨
百草霜	铛底煤
百草霜	灶额墨
百草霜	釜煤
百草霜	釜始
百草霜	锅底灰
百草霜	灶烟煤
百草霜	灶煤
百草霜	锅烟子
百眼藤	鸡眼藤
百眼藤	猪糠藤
百眼藤	爬山虎
百眼藤	五眼子
百眼藤	泥藤草
百眼藤	大甘草
百眼藤	小叶羊角藤
百解藤	金线风
百解藤	凉粉藤
百解藤	寄山龙
百解藤	山豆根
百解藤	青藤仔
百解藤	蛤仔藤
百解藤	金锁匙
百解藤	独脚乌柏
百蕊草	百乳草
百蕊草	地石榴
百蕊草	草檀
百蕊草	积药草
百花锦蛇	白花蛇
百花锦蛇	花蛇
百花锦蛇	菊花蛇
百脉根花	三月黄花
百部还魂	还魂草
百部还魂	狗笠耳
百部还魂	白折耳根
百部还魂	水折耳
百部还魂	摘耳荷
百部还魂	裸蕊
灰叶	乌仔草
灰叶	紫草藤
灰叶	野青树
灰叶	野青子
灰叶	野蓝靛
灰藋	金锁天
灰藋	灰藜
灰藋	水落藜
灰藋	灰条
灰藋	灰涤菜
灰藋	灰蒴
灰藋	灰苋
灰藋	灰苋菜
灰藋	灰灰菜
灰贯众	蜈蚣草
灰贯众	胃痛药
列当	草苁蓉
列当	栗当
列当	花苁蓉
列当	兔子拐杖
列当	独根草
列当	兔子腿
夹竹桃	拘那夷
夹竹桃	拘孥儿
夹竹桃	棋那卫
夹竹桃	柳叶桃
夹竹桃	枸那
夹竹桃	桃叶桃
夹竹桃	叫出冬
夹竹桃	枸那异
夹竹桃	水甘草
夹竹桃	九节肿
夹竹桃	大节肿
夹竹桃	白羊桃
夹竹桃	三季红
夹竹桃	红花夹竹桃
夹竹桃	状元竹
夹竹桃	柳竹桃
夹竹桃	柳条花
夹竹桃	三季红
夹竹桃	三季白
夹蛇龟	摄龟
夹蛇龟	陵龟
夹蛇龟	婴龟
夹蛇龟	鸯龟
夹蛇龟	呷蛇龟
夹蛇龟	啖蛇龟
夹蛇龟	克蛇龟
扛板归	犁头刺藤
扛板归	老虎利
扛板归	雷公藤
扛板归	霹雳木
扛板归	方胜板
扛板归	倒金钩
扛板归	烙铁草
扛板归	倒挂紫金钩
扛板归	河白草
扛板归	犁尖草
扛板归	括耙草
扛板归	龙仙草
扛板归	鱼尾花
扛板归	刺犁头
扛板归	蛇不过
扛板归	急改索
扛板归	退血草
扛板归	虎舌草
扛板归	有第犁头草
扛板归	刺酸浆
扛板归	拦蛇风
扛板归	有刺粪箕笃
扛板归	犁头藤
扛板归	三角藤
扛板归	蛇倒退
扛板归	有第火炭藤
扛板归	大蜢脚
扛板归	猫爪刺
扛板归	蛇牙草
扛板归	南蛇风
扛板归	老虎刺
扛板归	猫公刺
扛板归	杠板归
扛板归	豆干草
扛板归	酸藤
扛板归	降龙草
扛板归	蛇见退
扛板归	穿叶蓼
扛板归	有刺犁头藤
扛板归根	杠板归根
扛板归根	河白草根
托盘叶	饭消扭叶
托盘叶	三月泡叶
托盘叶	刺菠叶
过江龙	铺地虎
过江龙	地蜈蚣
过江龙	仙人撒网
过江龙	木金草
过江龙	公鱼秧草
过江龙	凤尾草
过江龙	筋骨草
过江龙	猴子草
过江龙	过山龙
过江龙	扁叶石松
过江龙	蒲地虎
过江龙	伸筋草
过江龙	扁心草
过坛龙	铁线草
过坛龙	黑骨芒
过坛龙	秧居草
过坛龙	螺靥蕨
过坛龙	黑脚蕨
过坛龙	五爪黑蕨
过坛龙	乌脚枪
过坛龙	铁脚路其
过坛龙	铁鲁基
过坛龙	黑骨芒其
过坛龙	乌蝇翼
过坛龙	小熊胆
过坛龙	旱猪毛七
过坛龙	鸡爪莲
过坛龙	铁脚狼其
过坛龙	双甲草
过坛龙	乌脚鸡
过坛龙	五爪蕨
过坛龙	铁丝分筋
过塘蛇	水盖菜
过塘蛇	崩草
过塘蛇	草里银钗
过塘蛇	白玉钗草
过塘蛇	玉钗草
过塘蛇	水瓮菜
过塘蛇	过江龙
过塘蛇	水芥菜
过塘蛇	水菜岳
过塘蛇	狗肠草
过塘蛇	过江藤
过塘蛇	假雍菜
过塘蛇	水浮藤
尖山橙	乳藤
尖山橙	竹藤
尖山橙	藤皮黄
尖山橙	乳汁藤
尖山橙	鸡腿果
尖山橙	石芽枫
尖山橙	岩山枝
尖山橙	黄狗合藤
尖山橙	驳筋树
尖尾风	尖尾峰
尖尾风	起疯晒
尖尾风	赶风晒
尖尾风	赶风帅
尖尾风	赤药子
尖尾风	赶风柴
尖尾风	黑节风
尖尾风	握手风
尖尾风	穿骨风
尖尾风	大风叶
尖尾风	雪突
尖尾风	牛舌癀
尖槐藤	高冠藤
尖槐藤	小双飞蝴蝶
尖槐藤	催奶藤
光石韦	石韦
光石韦	一包针
光石韦	石莲姜
光石韦	牛皮凤尾草
光石韦	大石韦
光石韦	岩莲鸡尾
光石韦	铁牛皮
光石韦	牛舌条
光明盐	圣石
光明盐	水晶盐
光慈姑	山慈姑
光慈姑	老鸦头
光慈姑	棉花包
光慈姑	毛地梨
光慈姑	光菇
光慈姑	山蛋
光叶石楠	千年红
光叶石楠	石眼树
光头前胡	岩防风
光头前胡	棕包头
光头前胡	鸡脚前胡
光头前胡	独活
光头前胡	岩棕
光头前胡	官防风
光裸星虫	沙虫
光裸星虫	沙肠子
光裸星虫	海肠子
光裸星虫	星虫
光吐山黄麻	硬壳朗
光吐山黄麻	蛇药草
光叶海桐叶	一朵云叶
光叶海桐根	山枝根
光叶海桐根	山栀茶根
光叶海桐根	钻山虎
光叶海桐根	皮子药
光板猫叶草	石苋菜
光板猫叶草	龙鳞草
光板猫叶草	毛舌辣草
当归	干归
当归	马尾当归
当归	秦归
当归	马尾归
当归	云归
当归	西当归
当归	岷当归
当归藤	大力王
当归藤	筛箕强
当归藤	虎尾草
当归藤	千里香
当归藤	土当归
当归藤	保妇强
当归藤	走马胎
当归藤	土丹桂
当归藤	小箭赶风
当归藤	米筛藤
吐铁	土铁
吐铁	麦螺
吐铁	梅螺
吐铁	土螺
吐烟花	吐烟草
虫牙药	三叉金
虫牙药	三托艾
虫牙药	大夫根
虫牙药	大箭根
虫牙药	三姐妹
虫牙药	伤寒头
虫白蜡	白蜡
虫白蜡	虫蜡
虫白蜡	木蜡
虫白蜡	树蜡
虫白蜡	蜡膏
曲花紫堇	弯花紫堇
吕宋果	加挖弄
吕宋果	宝豆
吕宋果	苦果
吕宋楸毛	吕宋楸荚粉
吕宋楸毛	加麻刺
吕宋楸毛	红果果毛
吕宋楸毛	粗糠柴毛
吊兰	挂兰
吊兰	匍匐兰
吊兰	钓兰
吊兰	树蕉瓜
吊兰	折鹤兰
吊兰	兰草
吊兰	倒吊兰
吊干麻	马断肠
吊干麻	萝卜药
吊干麻	老虎麻
吊干麻	苦树皮
吊干麻	菜药
吊干麻	棱枝南蛇藤
吊干麻	大钓鱼竿
吊干麻	苦通皮
吊干麻	菜虫药
吊竹梅	水竹草
吊竹梅	金瓢羹
吊竹梅	白带草
吊竹梅	吊竹菜
吊竹梅	紫背金牛
吊竹梅	血见愁
吊竹梅	鸡舌黄
吊竹梅	红舌草
吊竹梅	红竹仔草
吊竹梅	花叶竹夹菜
吊竹梅	二打不死
吊竹梅	百毒散
吊竹梅	红竹壳菜
吊竹梅	鸭舌红
吊竹梅	红鸭跖草
吊竹梅	百书草
吊竹梅	花蝴蝶
吊竹梅	风眼草
吊竹梅	银白风眼草
吊岩风	三皮风
吊岩风	三角风
吊岩风	异叶地锦
吊岩风	小叶红藤
吊岩风	青藤
吊岩风	猴仙丹
吊岩风	捆仙藤
吊岩风	小风藤
吊岩风	三爪虎
吊岩风	红葡萄藤
吊岩风	上木蛇
吊岩风	上木三叉虎
吊岩风	三叉虎
吊岩风	上竹龙
吊岩风	上树蜈蚣
吊岩风	单吊根
吊岩风	爬山虎
吊岩风	巴山虎
回心草	铁脚一把伞
回心草	太阳草
回回豆	胡豆子
回回豆	回回豆子
回回豆	那合豆
回回豆	香豆子
回回豆	鸡豆
回回豆	鸡头豆
回回蒜	水胡椒
回回蒜	蝎虎草
回回蒜	黄花草
回回蒜	土细辛
回回蒜	鹅巴掌
回回蒜	水杨梅
回回蒜	小桑子
回回蒜	糯虎掌
回回蒜	野桑椹
回回蒜	小回回蒜
回回蒜	鸭脚板
回回蒜	山辣椒
回回蒜果	水杨梅果
肉桂	菌桂
肉桂	牡桂
肉桂	桂
肉桂	大桂
肉桂	筒桂
肉桂	辣桂
肉桂	玉桂
肉苁蓉	肉松蓉
肉苁蓉	黑司令
肉苁蓉	纵蓉
肉苁蓉	地精
肉苁蓉	马足
肉苁蓉	马芝
肉苁蓉	苁蓉
肉苁蓉	大芸
肉苁蓉	寸芸
肉豆蔻	迦拘勒
肉豆蔻	豆蔻
肉豆蔻	肉果
肉豆蔻	顶头肉
肉豆蔻	玉果
肉豆蔻	扎地
肉豆蔻	麻尖
肉连环	马牙七
肉连环	九子连环草
肉连环	竹叶石风丹
肉桂油	桂皮油
肉豆蔻衣	肉豆蔻花
肉豆蔻衣	玉果花
肉根还阳参	大一支箭
肉根还阳参	一支箭
肉根还阳参	捕地风
肉根还阳参	万丈深
肉根还阳参	抽葶还阳参
网眼瓦韦	石韦
网眼瓦韦	瓦韦
网络鸡血藤	黄藤
网络鸡血藤	蓝藤
网络鸡血藤	硬壳藤
网络鸡血藤	石柱藤
网络鸡血藤	大肠藤
网络鸡血藤	土鸡血
网络鸡血藤	昆明鸡血藤
网络鸡血藤	青皮活血
网络鸡血藤	血防藤
网络鸡血藤	血灌皮
网络鸡血藤	血藤
网络鸡血藤	白血藤
网络鸡血藤	红藤
网络鸡血藤	黄昭藤
网络鸡血藤	松藤
网络鸡血藤	马尿血藤
网络鸡血藤	崖儿藤
网络鸡血藤	白骨藤
网络鸡血藤	野豆角木
网络鸡血藤	白骨藤
网络鸡血藤	马下消
网络鸡血藤	过山龙
朱砂	丹粟
朱砂	朱丹
朱砂	赤丹
朱砂	丹砂
朱砂	真朱
朱砂	汞沙
朱砂	光明砂
朱砂	辰砂
朱唇	三叶青
朱唇	香茶菜
朱唇	小红花
朱唇	丹参
朱蕉	铁树
朱蕉	朱竹
朱蕉	铁莲草
朱蕉	红叶铁树
朱蕉	红铁树
朱砂莲	辟虺雷
朱砂莲	辟蛇雷
朱砂莲	透水雷
朱砂根	紫金牛
朱砂根	凤凰肠
朱砂根	老鼠尾
朱砂根	石青子
朱砂根	凉伞遮金珠
朱砂根	铁伞
朱砂根	散血丹
朱砂根	浪伞根
朱砂根	金鸡爪
朱砂根	高脚罗伞
朱砂根	小罗伞
朱砂根	土丹皮
朱砂根	金锁匙
朱砂根	开喉箭
朱砂根	三条根
朱砂根	三两金
朱砂根	高茶风
朱砂根	铁凉伞
朱砂根	雪里开花
朱砂根	金鸡凉伞
朱砂根	大罗伞
朱砂根	凤凰翔
朱砂根	大凉伞
朱砂根	红铜盘
朱砂根	高脚铜盘
朱砂根	青红草
朱砂根	硬脚金鸡
朱砂根	珍珠伞
朱砂根	桂笃油
朱砂根	珍珠凉伞
朱砂根	八爪龙
朱砂根	郎伞树
朱砂根	龙山子
朱砂根	八爪金龙
朱砂根	豹子眼睛果
朱砂根	万龙
朱砂根	万两金
朱砂菌	橘皮蕈
朱砂菌	胭脂孤
朱砂菌	胭脂栓菌
朱砂藤	托腰散
朱砂藤	隔山消
朱砂藤	朱砂莲
朱砂藤	野红芋藤
朱蕉花	铁树花
丢了棒	追风棍
丢了棒	赶风债
丢了棒	赶风柴
丢了棒	刁了棒
丢了棒	大叶大青
竹叶	淡竹叶
竹芋	土百合
竹芋	结粉
竹芋	山百合
竹芋	斜鹅
竹衣	金竹衣
竹沥	竹汁
竹沥	淡竹沥
竹沥	竹油
竹鸡	山菌子
竹鸡	鸡头鹘
竹鸡	泥滑滑
竹鸡	竹鹧鸪
竹鱼	足鱼
竹实	竹米
竹茹	竹皮
竹茹	淡竹皮茹
竹茹	青竹茹
竹茹	淡竹茹
竹茹	麻巴
竹茹	竹二青
竹茹	竹子青
竹荪	竹蓐
竹荪	竹肉
竹荪	竹孤
竹荪	竹蕈
竹黄	淡竹黄
竹黄	竹三七
竹黄	血三七
竹黄	竹参
竹黄	赤团子
竹黄	竹赤团子
竹黄	竹赤斑菌
竹黄	淡菊花
竹黄	天竹花
竹黄	淡竹花
竹黄	竹花
竹黄	竹茧
竹菌	肉球菌
竹菌	竹生
竹菌	竹球菌
竹菌	竹荷包
竹菌	竹包
竹菌	竹宝
竹菌	竹寄生
竹菌	竹生肉球
竹蜂	笛师
竹蜂	留师
竹蜂	竹蜜蜂
竹蜂	竹筒蜂
