金线草	一串红
无患子皮	无患子荚
独叶一枝花	无柄一叶兰
无爷藤	无根草
菟丝	无根金丝草
没食子	无石子
白炭	无纹炭
蟹	无肠公子
脆蛇	无脚蜥
单花芥	无茎芥
高山龙胆	无茎龙胆
芜荑	无荑
蜗牛	无靥螺
没食子	无食子
白接骨	无骨苎麻
地锦	日光子
苦檀子	日头鸡
长春花	日日新
小野鸡尾	日本乌蕨
心胆草	日本柳叶菜
野芫荽	日本芫荽
幼油草	日本花点草
菊花	日精
穿心莲	日行千里
陈壶卢瓢	旧壶卢瓢
鸱鹤	旧留
竻慈姑	早慈姑
咸酸蔃	早禾藤
喜树	早莲
藜芦	早葱
地笋	早藕
天葵草	早铜钱草
马牙半支	旱半支
金莲花	旱地莲
凤尾猪鬃草	旱明琼
赛番红花	旱水仙
鞭叶铁线蕨	旱猪棕草
过坛龙	旱猪毛七
凤仙叶	旱珍珠
山稗子	旱稗
刺蒺藜	旱草
墨旱莲	旱莲子
喜树	旱莲木
墨旱莲	旱莲草
墨旱莲	旱莲蓬
马蔺	旱蒲
马蔺花	旱蒲花
清酒缸	旱蚂蜡
连翘	旱连子
金莲花	旱金莲
泽藓	旱青苔
洋鸭	旱鸭
莳萝子	时美中
广西过路黄	时花草
西番莲	时计草
鲥鱼	时鱼
蓬莱草	旺梨草
蓬莱草	旺菜癀
白鼓	昆仑
茄子	昆仑瓜
茄子	昆仑紫瓜
青箱	昆仑草
云牛膝	昆明土牛膝
大草乌	昆明堵喇
金铁锁	昆明沙参
鲳鱼	昌侯鱼
车螯	昌娥
知母	昌支
石菖蒲	昌本
石菖蒲	昌草
水菖蒲	昌蒲
鲳鱼	昌鱼
鲳鱼	昌鼠
竹节参	明七
川明参	明参
望月砂	明月砂
玳瑁	明玳瑁
珍珠母	明珠母
通经草	明琥珀草
海月壳	明瓦
小果蔷薇叶	明目茶
络石藤	明石
白矾	明矾
黄明胶	明胶
对虾	明虾
天胡荽	明镜草
石龙子	易蜴
亮菌	易逝杯伞
昙花	昙华
小金钱草	星子草
鱼眼草	星宿草
伤寒草	星拭草
小龙胆草	星秀花
七星剑	星色草
魔芋	星芋
小地松	星苞火绒草
光裸星虫	星虫
海盘车	星鱼
杜鹃花叶	映山红叶
杜鹃花果实	映山红子
山楂	映山红果
杜鹃花根	映山红根
无花果	映日果
黄姑鱼	春只
椿叶	春尖叶
椿树花	春尖花
大巢菜	春巢菜
米皮糠	春杵头细糠
柽柳	春柳
黄姑鱼	春水鱼
商陆	春牛头
石斑木根	春花木
牛奶子	春花胡颓子
马蓼	春蓼
椿白皮	春颠皮
藏绵芪	春黄芪
胡椒	昧履支
瓦松	昨叶何草
知母	是母
斑蝥	晏青
水葱	晓
九头狮子草	晕病药
土大黄叶	晕药叶
蚕沙	晚蚕沙
蚕沙	晚蚕矢
原蚕蛾	晚蚕蛾
普洱茶	普茶
大巢菜	普通苕子
普洱茶	普雨茶
牛至	暑草
接骨木	暖骨树
黑面防己	暗消
塘虱鱼	暗钉鱼
铁树	暹罗苏铁
波罗蜜	曩加结
地柏枝	曲兰草
秦艽	曲双
地龙	曲壇
灯心草	曲屎草
小肺筋草	曲折草
田旋花	曲节藤
地龙	曲鳝
苣荬菜	曲麻菜
菊花	更生
枳椇子	曹公爪
勒鱼	曹白鱼
酸角	曼姆
山茶花	曼陀罗树
洋金花	曼陀罗花
食盐	最
百草霜	月下灰
小返魂	月下珠
斑鸠木	月中风
五爪金龙	月乌鸡
月季花	月光花
荷莲豆菜	月光草
热痱草	月味草
蘋	月字草
月季花叶	月季叶
月季花	月季红
紫萁贯众	月尔
月季花	月月开
月季花根	月月开根
鞭打绣球	月月换叶
老鸦柿	月月有
月季花	月月红
月季花根	月月红根
月季花	月月花
昙花	月来美人
月桂子	月桂实
益母草	月母草
硼砂	月石
月季花	月记
月季花	月贵花
藤黄	月黄
扛板归	有刺犁头藤
驱风通	有刺盐肤木
扛板归	有刺粪箕笃
鸭脚罗伞	有勒鸭脚
柄果槲寄生	有柄槲寄生
古羊藤	有毛老鸦嘴
牛白藤	有毛鸡屎藤
扛板归	有第火炭藤
扛板归	有第犁头草
竻慈姑	有筋慈姑
蜈蚣兰	有脚蜈蚣
薜荔	有蜂藤
白毛夏枯草	朋花
蝙蝠	服翼
地龙	朐腮
榔榆皮	朗榆皮
白毛藤	望冬红
上树鳖	望水王仙桃
章鱼	望潮
石菖蒲	望见消
白毛藤	望风藤
鲚鱼	望鱼
金边兔耳	朝天一柱香
仰天钟	朝天罐
仰天钟根	朝天罐根
千金藤	朝天药膏
木槿花	朝开暮落花
鬼盖	朝生
鬼盖	朝生地盖
鬼笔	朝生暮落花
鬼盖	朝菌
菜蓟	朝蓟
青蟹	朝蟹
菜豆树	朝阳花
向日葵根	朝阳花根
钩吻	朝阳草
白鹇	朝雉
朝鲜一枝黄花	朝鲜一枝蒿
鲜黄连	朝鲜黄连
栀子	木丹
皂荚木皮	木乳
山花生	木假地豆
密脉鹅掌柴	木克买
丝带蕨	木兰金
番木瓜	木冬瓜
小蓟	木刺艾
榠樝	木叶
枳椇子	木场
薜荔	木壁莲
穿根藤	木头疳
澄茄子	木姜子
野草香	木姜花
乌榄	木威子
五蕊寄生	木威子寄生
猕猴桃	木子
龙眼肉	木弹
无患子	木患子
大飞扬草	木本奶草
山花生	木本山土豆
杠香藤	木本雍菜癀
金丝桃	木本黄开口
榠樝	木李
山杜仲	木杜仲
木馒头	木果蒲
钩栗	木栗
樝子	木桃
杠香藤	木梗犁头尖
棉花子	木棉子
木槿子	木槿果
五蕊寄生	木波罗寄生
波罗蜜核中仁	木波罗果仁
豆豉姜	木浆子根
白炭	木炭
桂花	木犀花
米仔兰	木珠兰
木瓜核	木瓜子
木瓜	木瓜实
樝子	木瓜海棠
薜荔	木瓜藤
龙角草	木石草
桑霜	木磁
磨盘草	木磨子
飞廉	木禾
高粱	木稷
无患子中仁	木穗子仁
辛夷	木笔花
苜蓿	木粟
木耳	木糯
木槿花	木红花
木耳	木纵
杜仲	木绵
木棉花	木绵花
丹参	木羊乳
海芋	木芋头
赤芍	木芍药
缅茄	木茄
木槿花	木荆花
山莓根	木莓根
薜荔	木莲藤
五蕊寄生	木莽果寄生
木耳	木菌
杏仁	木落子
接骨木	木蒴藿
木耳	木蛾
木鳖子	木蟹
血竭	木血竭
木麻黄	木贼叶木麻黄
杠香藤	木贼枫藤
阳桃	木踏子
雷丸	木连子
野木瓜	木通七叶莲
八月札	木通子
女萎	木通草
过江龙	木金草
金银忍冬	木金银
金银忍冬	木银花
薜荔	木隆谷
蓝树	木靛
澄茄子	木香子
松橄榄	木鱼菌
木鳖子	木鳖瓜
桑耳	木麦
刺黄柏	木黄连
幼鼠	未毛鼠
味牛膝	未膝马蓝
茉莉叶	末利花叶
茉莉花	末梨花
没药	末药
紫鸭跖草	本山金线莲
海芋	本狼毒
雀梅藤	札梅
白术	术
八角莲	术律草
落新妇	术活
罗裙带	朱兰叶
白独活	朱噶尔
樱桃	朱果
柚	朱栾
樱桃	朱桃
樱桃	朱樱
樱桃	朱樱桃
蝎子七	朱砂参
金鱼	朱砂鱼
朱蕉	朱竹
铅丹	朱粉
樱桃	朱茱
荭草	朱蓼
番薯	朱薯
紫藤	朱藤
金挖耳	朴地菊
冬菇	朴孤
朴消	朴消石
海芋	朴薯头
曾青	朴青
丹参	朵朵花根
山楂	机
土荆芥	杀虫芥
五色梅	杀虫花
千层塔	杀蛆药
大叶藜	杂灰菜
云芝	杂色云芝
鳡鱼	杆条鱼
杉皮	杉木皮
杉木油	杉木脂
羌活鱼	杉木鱼
杉木	杉材
杉木	杉材木
杉塔	杉果
杉叶	杉树叶
杉子	杉树子
杉塔	杉树果
杉木根	杉树根皮
杉木油	杉树油
杉木油	杉树脂
杉木根	杉根皮
构皮麻	杉皮藤
杉木节	杉节
李核仁	李仁
郁李仁	李仁肉
李树叶	李叶
李核仁	李子仁
李根	李子树根
李子	李实
锈毛钝果寄生	李寄生
李根皮	李根白皮
樱桃	李桃
游草	李氏禾
肾炎草	杏叶兔耳风
杏子	杏实
杏叶	杏树叶
杏仁	杏核仁
杏仁	杏梅仁
鸡油菌	杏菌
秦皮	村木皮
枫香树根	杜东根
檰芽	杜仲芽
石斛	杜兰
乳香	杜噜香
雀麦	杜姥草
杜鹃	杜宇
全蝎	杜柏
鹿梨	杜梨
凌霄花	杜灵霄花
蝼蛄	杜狗
蝼蛄	杜略蛄蝼
芫花	杜芫
地态	杜茄
芒茎	杜荣
杜衡	杜葵
刺蒺藜	杜蒺藜
褐盖肉齿菌	杜蕈
杜衡	杜蘅葵
赤小豆	杜赤豆
宽叶杜香	杜香
地胆	杜龙
地骨皮	杞根
扛板归	杠板归
扛板归根	杠板归根
香加皮	杠柳皮
香木菌桂	杠谷树
柚	条
线叶蓟	条叶蓟
黄芩	条芩
小麦	来
鬼目	来甘
林檎	来禽
空心木	来色木
律草	来莓草
杨栌耳	杨庐耳
白术	杨枪蓟
蝙蝠藤	杨柳子棵
柳枝	杨柳条
柳根	杨柳须
水马桑枝叶	杨栌木叶
黄瑞木	杨桐
矮杨梅果	杨梅果
风箱树根	杨梅树根
阳桃	杨梅桃
叶下珠	杨梅珠草
杨梅树皮	杨梅皮
苦丁	杨梅蒜
空青	杨梅青
白鱼尾	杨波叶
漆大姑	杨漆姑婆
黄花夹竹桃	杨石榴
柳花	杨花
山藿香	杰草
米皮糠	杵头糠
铅丹	松丹
松球	松元
石刷把	松叶兰
草柏枝	松叶接骨草
草柏枝	松叶蒿
青藏虎耳草	松吉斗
青藏虎耳草	松吉蒂
海松子	松子
海松子	松子仁新罗松子
松球	松实
吉祥草	松寿兰
松笔头	松尖
松油	松指
茯苓	松木薯
椋子木	松杨
丁榔皮	松杨木皮
红丹参	松林丹参
兖州卷柏	松柏草
松笔头	松树梢
松木皮	松树皮
松笔头	松树蕊
朴松实	松梅
岗松	松毛枝
牛毛毡	松毛蔺
乌骨鸡	松毛鸡
爬山豆根	松漏争
鼺鼠	松猫儿
瓦松	松玉
松木皮	松皮
瓦松	松笋
海金沙草	松筋草
松花	松粉
松香	松肪
松香	松胶
松香	松胶香
松香	松脂
松香	松脂香
茯苓	松腴
松香	松膏
茯苓	松苓
松蕈	松茸
松蕈	松菌
松萝	松落
茯苓	松薯
网络鸡血藤	松藤
松蕈	松蘑
松节	松郎头
松叶	松针
岩椒草	松风草
草独活	松香疳药
草金杉	松香草
松花	松黄
木防己	板南根
锦鸡儿根	板参
栗子	板栗
栗毛球	板栗壳斗
锈毛钝果寄生	板栗寄生
栗花	板栗花
白乳菇	板栗菌
白薯莨	板薯
湖北贝母	板贝
果上叶	极香石豆兰
楮叶	构叶
土箭芪	构构麻
楮叶	构树叶
楮树根	构树根
楮实	构泡
楮树白皮	构皮
滇瑞香	构皮岩陀
楮皮间白汁	构胶
冬菇	构菌
枇杷木白皮	枇杷树二层皮
黑壳楠	枇杷楠
枇杷芋	枇杷玉
枇杷叶露	枇杷露
枳椇子	析棋
菥蓂	析目
火头根	枕头根
冬瓜	枕瓜
淡竹叶	林下竹
石斛	林兰
番荔枝	林擒
野漆树根	林背子
大马哈鱼	果冬
梨	果宗
花生油	果油
甜瓜	果瓜
买麻藤	果米藤
栝楼	果赢
假酸浆	果铃
荭草	果麻
栀子	枝子
大泡通皮	枝子皮
老鸦柿	枝柿
荔枝核	枝核
沙果	枝热
伤寒草	枝香草
酸枣仁	枣仁
枣槟榔	枣儿槟
枣槟榔	枣儿槟榔
枣树根	枣子根
枣树根	枣根
无漏子	枣椰子
山茱萸	枣皮
金爪儿	枪伤药
落地生根	枪刀草
咸酸蔃	枪子果
梭子蟹	枪蟹
心胆草	枪钻棉
枫香寄生	枫上寄生
飞廉	枫头棵
路路通	枫实
路路通	枫木上球
木兰寄生	枫木寄生
麻柳叶	枫杨叶
麻柳树根	枫杨根
枫柳皮	枫杨皮
路路通	枫果
枫香树根	枫果根
路路通	枫树球
树舌	枫树芝
路路通	枫球
枫香树皮	枫皮
枫香脂	枫脂
路路通	枫荥子
地锦	枫藤
枫香树皮	枫香木皮
路路通	枫香果
枫香寄生	枫香槲寄生
水八角	枫香细辛
碧桃干	枭景
沙参	枯参
益母草	枯草
地骷髅	枯萝卜
蝉蜕	枯蝉
茶油粑	枯饼
玳玳花	枳壳花
枳椇子	枳枣
枳茹	枳树皮
枸杞叶	枸杞头
枸杞叶	枸杞尖
枸杞子	枸杞果
地骨皮	枸杞根
地骨皮	枸杞根皮
枸杞子	枸杞红实
枸杞叶	枸杞苗
枸杞叶	枸杞菜
枸杞子	枸杞豆
枸橘	枸棘子
透骨草	枸皮草
枸杞子	枸茄茄
枸杞子	枸蹄子
夹竹桃	枸那
夹竹桃	枸那异
药酱	枸酱
功劳叶	枸骨刺
功劳叶	枸骨叶
枸骨子	枸骨果
功劳根	枸骨根
柏子仁	柏仁
乌桕子	柏仔
侧柏叶	柏叶
兖州卷柏	柏叶草
柏子仁	柏子
柏子仁	柏实
红花寄生	柏寄生
姜味草	柏枝草
柏树果	柏树子
柏根白皮	柏白皮
柏根白皮	柏皮
万寿菊花	柏花
黄花稔	柑仔蜜
柑	柑子
石柑子	柑子菌芋
野漆树	染山红
蝎子七	染布子
薯莨	染布薯
凤仙叶	染指甲草
石灰	染灰
落葵	染绛子
蓼大青叶	染青草
青箭	柔枝节骨草
野草莓	柔软草莓
铁	柔铁
茅膏菜	柔鱼草
柘耳	柘上木耳
柘耳	柘树耳
穿破石	柘根
穿破石	柘藤根
柘耳	柘黄
柚	柚子
柚树寄生	柚子寄生
柚皮	柚子皮
柚树寄生	柚寄生
化橘红	柚皮橘红
化橘红	柚类橘红
高粱	柜黍
橡实	柞子
橡木皮	柞树皮
柠檬	柠果
香茅	柠檬茅
苹果	柰
苹果	柰子
茉莉花	柰花
小巢菜	柱尖
柳屑	柳中屑
鸡爪槭	柳叶枫
夹竹桃	柳叶桃
细叶桉叶	柳叶桉
牛抄藤	柳叶海金沙
山柳菊	柳叶蒲公英
乌骚风	柳叶过山龙
蓬子菜	柳夫绒蒿
柳絮	柳子
柳絮	柳实
九牛造	柳州七
黄花夹竹桃	柳木子
柳枝	柳条
夹竹桃	柳条花
剑叶耳草	柳枝红
麻柳叶	柳树叶
桂枝	柳桂
冬里麻	柳梅
柳花	柳椹
柳白皮	柳皮
夹竹桃	柳竹桃
山柳菊	柳菊蒲公英
水蓼	柳蓼
柳花	柳蕊
柳屑	柳蛀粪
毛蓼	柳辣子
大泡通	柴厚朴
蓄薇花	柴米米花
紫麻	柴苎麻
柴胡	柴草
穞豆	柴豆
柽柳	柽
柿蒂	柿丁
柿蒂	柿子把
柿根	柿子根
算盘子	柿子椒
柿饼	柿干
蔓胡颓子	柿果
山楂	柿植子
柿漆	柿涩
栝楼	柿瓜
柿饼	柿花
柿蒂	柿萼
胡颓子	柿蒲
柿蒂	柿钱
鹿茸草	栀子草
臭山羊	栀子黄
沉香	栈香
石菖蒲	栉
橡实	栎子
橡实	栎木子
橡木皮	栎木皮
橡木皮	栎树皮
槲实仁	栎櫃子
蜜环菌	栎菌
蜜环菌	栎蕈
栎叶槲蕨	树上槲蕨
上树鳖	树上瓜子
米仔兰	树兰
米仔兰花	树兰花
树刁	树吊
松萝	树挂
峨眉耳蕨	树林株
鹿梨	树梨
细叶小羽藓	树毛衣
波罗蜜	树波萝
松橄榄	树疙瘩
常山	树盘根
树扁竹	树竹
树舌	树耳朵
疬子草	树胡椒
樟脑	树脑
虎头兰	树茭瓜
空筒泡	树莓
小叶爱楠	树萝卜
骨碎补	树蜈蚣
枳椇子	树蜜
虫白蜡	树蜡
盐蛇	树蜥蜴
金银忍冬	树金银
栎叶槲蕨	树骨碎补
胆木	树黄柏
翅卫矛	栓翅卫矛
栗毛球	栗刺壳
栗获	栗子内薄皮
栗子	栗实
列当	栗当
栗子	栗果
栗树皮	栗树白皮
栗毛球	栗毛壳
栗获	栗蓬内膈断薄衣
栗毛球	栗黑壳
松鼠	栗鼠
栝楼子	栝楼仁
栝楼皮	栝楼壳
天花粉	栝楼根
天花粉	栝楼粉
钩栗	栲楮
胡桃仁	核桃仁
蛴螬	核桃虫
分心木	核桃隔
麦斛	根上子
委陵菜	根头菜
白枪杆	根根药
杨梅	根梅
蜜环菌	根索菌
蜜环菌	根腐菌
离根香	根风藤
蒙自木蓝	格堵嘎多
大狼毒	格枝糯
鹧鸪	格磔
落葱	格葱
山大黄	格西古讷
插田泡果	栽秧薦
石南	栾茶
肉桂	桂
龙眼肉	桂圆
龙眼核	桂圆核仁
无患子	桂圆肥皂
桂花根	桂树根
桂花根	桂根
肉桂油	桂皮油
朱砂根	桂笃油
山青皮	桂花叶兰
柄果槲寄生	桂花寄生
鸡根	桂花岩托
桂花子	桂花树子
滇瑞香	桂花矮陀陀
鳜鱼	桂鱼
淫羊藿	桂鱼风
铅丹	桃丹粉
土人参	桃参
夹竹桃	桃叶桃
碧桃干	桃奴
地桃花	桃子草
桃子	桃实
碧桃干	桃干
碧桃干	桃枭
红花寄生	桃树寄生
桃根	桃树根
桃茎白皮	桃树皮
桃仁	桃核仁
桃茎白皮	桃白皮
桃茎白皮	桃皮
石鮅鱼	桃花鱼
巧妇鸟	桃虫
粟米	案米
桉叶	桉树叶
苍耳	桌耳
泡桐叶	桐叶
钻地风	桐叶藤
油桐子	桐子
麻疯树	桐子树
油桐叶	桐子树叶
油桐根	桐子树根
桐油	桐子油
侧耳	桐子菌
泡桐树皮	桐木皮
檫树	桐梓树
油桐子	桐油树子
油桐根	桐油树根
泡桐树皮	桐皮
了哥王子	桐皮子
梧桐子	桐麻豌
桑耳	桑上木耳
桑螵蛸	桑上螳螂窠
桑叶汁	桑叶滋
桑棋子	桑实
桑皮汁	桑木汁
桑棋子	桑果
桑棋子	桑枣
桑根	桑树根
桑白皮	桑根白皮
桑白皮	桑根皮
赤链蛇	桑根蛇
桑皮汁	桑汁
桑沥	桑油
桑叶汁	桑滋干
桑柴灰	桑灰
缘桑螺	桑牛
桑皮汁	桑白汁
桑皮汁	桑白皮汁
桑白皮	桑皮
桑皮汁	桑皮中白汁
桑棋子	桑粒
桑耳	桑糯
桑叶汁	桑脂
桑黄	桑臣
桑芽	桑芽茶
桑耳	桑菌
桑棋子	桑葚子
桑柴灰	桑薪灰
桑棋子	桑藤
桑蠹虫	桑虫
桑蠹虫	桑蚕
桑螵蛸	桑蛸
桑蠹虫	桑蝎
桑蠹虫	桑蠹
桑耳	桑鸡
银耳	桑鹅
桑黄	桑黄孤
桑黄	桑黄菇
乌梅	桔梅肉
小返魂	桠土珠
旱冬瓜	桤木树
桤木枝梢	桤木梢
杧果	桥果
栀子	桥桃
亮叶桦皮	桦杆树皮
桦木皮	桦皮
木蹄	桦菌芝
杠香藤	桶交藤
狗尾草	梅
米碎花根	梅养东
荠苨	梅参
青梅	梅子
桑黄	梅树菌
四照花果	梅株果
山樱桃	梅桃
牛奶子	梅梅树牛奶奶
梅花冰片	梅片
空心木	梅竹叶
黄花稔	梅肉草
胡颓子	梅花泡
麦瓶草	梅花瓶
梅花冰片	梅花脑
白侧耳	梅花草
地血香	梅花钻
吐铁	梅螺
石花	梅衣
梓白皮	梓木白皮
梓白皮	梓树皮
梓白皮	梓根白皮
梓白皮	梓皮
君迁子	梗枣
桔梗	梗草
大钱麻	梗麻
紫葛	梦中消
梦花	梦冬花
柠檬	梦子
胡麻叶	梦神
山扁豆	梦草
梧桐白皮	梧桐皮
梧桐根	梧桐蔃
藜芦	梨卢
黎辣根	梨罗根
树舌	梨菌
娑罗子	梭椤子
苏铁花	梭罗花
石上柏	梭罗草
陆英	梭草
钩吻	梭葛
钩吻	梭葛草
鲻鱼	梭鱼
橡实	械
蕤仁	械仁
合萌	梳子树
横经席	梳篦木
横经席	梳篦王
肾蕨	梳篦草
沙糖根	梵兰花
地桃花	梵尚花
金丝杜仲	棉杜仲
棉花壳	棉桃壳
娃娃拳	棉筋条
牛腿薯	棉芪
光慈姑	棉花包
棉花子	棉花核
天青地白	棉花草
豨莶	棉苍狼
鼠曲草	棉菜
苍耳子	棉螳螂
豨莶	棉黍棵
蜀葵花	棋盘花
蜀葵根	棋盘花根
蕲蛇	棋盘蛇
夜交藤	棋藤
夹竹桃	棋那卫
夏枯草	棒头柱
玉米须	棒子毛
夏枯草	棒柱头花
暴马子	棒棒木
水虾草	棒棒草
仙人球	棒棒锤
甘草	棒草
人参	棒锤
方儿茶	棕儿茶
光头前胡	棕包头
苏木	棕木
棕榈子	棕树果
棕榈根	棕树根
棕榈皮	棕树皮毛
棕榈花	棕榈木子
棕榈皮	棕毛
棕榈皮	棕皮
棕榈花	棕笋
雀瓮	棘刚子
棘针	棘刺
棘刺花	棘花
远志	棘菀
远志	棘菟
木半夏果实	棠台
山楂	棠械子
海红	棠蒸梨
菜豆树	森木朗伞
升登	森等
地膏药	棱干青
吊干麻	棱枝南蛇藤
白松塔	椁树核桃
椋子木	椋
椋子木	椋子树
香菇	椎蕈
花椒叶	椒叶
木姜子根	椒子根
辣薄荷	椒样薄荷
番石榴干	椒桃
缤木	椭叶南烛
椰根	椰子皮
椰子浆	椰酒
柿寄生	椰风
花椒	椴
菩提树花	椴树花
荜茇	椹圣
柚树寄生	椽柚寄生
椿叶	椿木叶
香椿子	椿树子
春尖油	椿树油
椿白皮	椿皮
椿树花	椿花
椿树花	椿芽树花
凤眼草	椿荚
油茶子	楂木
茶油	楂油
樱桃	楔
樱桃	楔桃
乌鸦	楚乌
井口边草	楚箭草
莱菔	楚菘
水芹	楚葵
杜衡	楚蘅
莺	楚雀
椋子木	楝
川楝子	楝子
川楝子	楝实
苦楝皮	楝木皮
川楝子	楝树果
苦楝皮	楝树枝皮
苦楝皮	楝根木皮
苦楝皮	楝根皮
苦楝皮	楝皮
黑壳楠	楠木
桉树果	楠桉果
楮实	楮实子
楮茎	楮枝
楮叶	楮树叶
楮皮间白汁	楮树汁
楮皮间白汁	楮树浆
楮皮间白汁	楮树白汁
楮树白皮	楮树皮
楮实	楮桃
楮树白皮	楮白皮
木瓜	楸
臭梧桐	楸叶常山
楸木皮	楸木白皮
核桃楸皮	楸树皮
楸木皮	楸白皮
核桃楸皮	楸皮
臭梧桐	楸茶叶
核桃楸果	楸马核果
麦斛	楼上楼
北风草	楼台夏枯草
錾菜	楼台草
轮叶八宝	楼台还阳
毛蕊花	楼台香
醉鱼草	楼梅草
芦竹根	楼梯杆
秦皮	楼皮
柚	概
穿心莲	榄核莲
榅桲皮	榅桲木皮
榆荚仁	榆仁
大榆蘑	榆侧耳
榆荚仁	榆子
榆荚仁	榆实
榆叶	榆木叶
榆白皮	榆树皮
榆白皮	榆根白皮
榆白皮	榆皮
大榆蘑	榆耳
榆仁酱	榆酱
榆荚仁	榆钱
榉树皮	榉皮
槟榔	榔玉
榕树胶汁	榕树乳汁
榕须	榕树倒抛根
榕须	榕树吊须
榕须	榕树须
榕须	榕根须
楮实	榖子
楮实	榖实
楮树根	榖木强
楮树白皮	榖木皮
楮皮间白汁	榖枝汁
楮叶	榖树叶
楮树根	榖树子根
楮皮间白汁	榖树汁
楮皮间白汁	榖树白汁
楮树白皮	榖白皮
蜜环菌	榛蘑
画眉草	榧子草
榧子	榧实
广枝仁	榨木仁
石榴花	榴花
榼藤子	榼子
榼藤	榼子藤
山楂	槃梅
娃娃拳	槃迷
榛子	槌子
慈姑	槎牙
茳芒	槐叶决明
蜈蚣萍	槐叶草
槐枝	槐嫩蘖
槐角	槐子
槐角	槐实
醉鱼草	槐木
蜈蚣萍	槐瓢
槐白皮	槐皮
槐耳	槐糯
槐根	槐花根
槐角	槐荚
槐耳	槐菌
木蓝	槐蓝
槐花	槐蕊
槐耳	槐蛾
槐角	槐连灯
槐角	槐连豆
槐耳	槐鸡
槐耳	槐鹅
大腹皮	槟榔壳
槟榔	槟榔子
枣槟榔	槟榔干
金樱子	槟榔果
槟榔	槟榔玉
大腹皮	槟榔皮
药酱	槟榔药
药酱	槟榔蒌
大腹皮	槟榔衣
槲寄生	槲寄
槲皮	槲木皮
槲皮	槲白皮
槲叶	槲若
岗梅根	槽楼星
木槿叶	槿叶
木槿子	槿树子
木槿皮	槿皮
秦皮	樊槐皮
凤眼草	樗树凸凸
凤眼草	樗树子
樗白皮	樗皮
凤眼草	樗荚
海蜇	樗蒲鱼
樝子	樝
樟树叶	樟叶
樟木子	樟子
樟木子	樟扣
柿寄生	樟木寄生
樟树皮	樟木皮
樟木子	樟木蔻
樟木	樟材
藏茄	樟柳参
藏茄	樟柳柽
樟木子	樟树果
樟梨子	樟树梨
樟梨子	樟梨
樟树皮	樟皮
心叶荆芥	樟脑草
土党参	模登果
茶叶	横
一叶荻	横子
胡枝子	横条
樟柳头	横柯
胡枝子	横笆子
千层塔	横纹草
蟹	横行介士
樱桃	樱
樱桃枝	樱桃梗
樱桃核	樱桃米
樱桃	樱珠
樱额	樱额梨
橄榄	橄楼
莲蓬草	橐吾
